Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Assay Name,Experimental Condition [stretch duration],Experimental Condition [Nocodazole or DMSO],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Folder Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Protocol REF,Processed Data File
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_105.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_105.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_105.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_106.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_106.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_106.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_107.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_107.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_107.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_108.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_108.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_108.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_109.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_109.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_109.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_110.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_110.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_110.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_111.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_111.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_111.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_112.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_112.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_112.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_113.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_113.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_113.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_114.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_114.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_114.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_115.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_115.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_115.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_116.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_116.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_116.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_117.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_117.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_117.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_118.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_118.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_118.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_119.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_119.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_119.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 5min Vimentin,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_120.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_120.lsm,5min,Untreated,,,,2013_06_26,ExperimentA_No33_2013_06_26_5min_microtubules_vimentin_120.lsm,ImagesOfExperimentA,(XYZC) = 2048 x 2048 x 1 x 3,raw,"Ch1: Vimentin, Ch2: Cell, Ch3: Microtubules",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_001.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_001.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_001.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_002.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_002.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_002.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_003.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_003.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_003.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_004.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_004.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_004.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_005.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_005.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_005.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_006.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_006.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_006.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_007.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_007.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_007.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_008.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_008.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_008.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_009.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_009.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_009.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_010.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_010.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_010.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_011.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_011.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_011.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_012.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_012.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_012.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_013.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_013.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_013.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_014.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_014.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_014.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_015.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_015.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_015.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_016.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_016.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_016.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_017.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_017.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_017.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_018.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_018.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_018.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_019.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_019.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_019.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_020.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_020.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_020.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_021.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_021.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_021.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_022.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_022.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_022.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_023.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_023.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_023.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_024.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_024.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_024.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_025.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_025.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_025.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_026.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_026.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_026.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_027.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_027.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_027.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_028.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_028.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_028.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_029.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_029.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_029.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_030.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_030.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_030.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_031.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_031.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_031.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_032.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_032.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_032.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_033.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_033.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_033.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_034.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_034.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_034.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_035.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_035.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_035.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_036.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_036.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_036.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
Untreated 8h Actin,ExperimentA_No34_2012_08_03_8h_actin_microtubules_037.lsm,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No34_2012_08_03_8h_actin_microtubules_037.lsm,8h,Untreated,,,,2012_08_03,ExperimentA_No34_2012_08_03_8h_actin_microtubules_037.lsm,ImagesOfExperimentA,(XYZC) = 1024 x 1024 x 1 x 3,raw,"Ch1: Microtubules, Ch2: Cell, Ch3: Actin",,
